buyer,category,n_tenders,technology_score
Junta de Gobierno de la Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana (FISABIO),Other,58,0
Junta de Gobierno del Ayuntamiento de Benidorm,Other,58,0
Junta de Gobierno del Ayuntamiento de San Pedro del Pinatar,Other,58,0
Presidencia de la Autoridad Portuaria de Las Palmas,Other,58,0
Presidencia de la Diputación Provincial de Castellón,Other,58,0
Presidencia de la Diputación Provincial de Zaragoza,Other,58,0
Rectorado de la Universidad de Murcia,Other,58,0
Aena. Dirección del Aeropuerto de Sevilla,Other,57,0
Alcaldia del Ayuntamiento de Mogán,Other,57,0
Alcaldía del Ayuntamiento de Torrelavega,Other,57,0
Departamento de Salud de Valencia Clínico. Dirección Económica-Gerencia,Other,57,0
Fundació Banc de Sang i Teixits de les Illes Balears,Other,57,0
Fundación Municipal de Cultura del Excmo. Ayuntamiento de Cádiz,Other,57,0
Gerencia de Atención Integrada de Albacete,Other,57,0
Junta de Gobierno Local del Ayuntamiento de El Ejido,Other,57,0
Junta de Gobierno del Ayuntamiento de Chiclana de la Frontera,Other,57,0
Junta de Gobierno del Ayuntamiento de Onda,Other,57,0
Junta de Gobierno del Ayuntamiento de San Vicente Raspeig,Other,57,0
Junta de Gobierno del Ayuntamiento de Santander,Other,57,0
Junta de Gobierno del Ayuntamiento de Teulada,Other,57,0
Aena. Dirección del Aeropuerto de Santiago,Other,56,0
Consell Executiu del Consell Insular d'Eivissa,Other,56,0
"Dirección General de Renfe Mercancías Sociedad Mercantil Estatal, S.A.",Other,56,0
Gerencia del Área de Salud de Llerena-Zafra,Other,56,0
Servicio Andaluz de Salud. Área Hospitalaria Virgen del Rocío.,Other,56,0
Aena. Dirección del Aeropuerto de Gran Canaria,Other,55,0
Alcaldía del Ayuntamiento de Ronda,Other,55,0
"Consejero Delegado de la Sociedad de Desarrollo de Santa Cruz de Tenerife, S.A.U.",Software & Development,55,56
"Consejería de Educación, Ciencia y Formación Profesional",Other,55,0
Consejo de Administración de la Empresa Municipal de Aguas de Gijón SA,Other,55,0
Gerencia de la Empresa Malagueña de Transportes S.A.M.,Other,55,0
Junta de Gobierno del Ayuntamiento de Benissa,Other,55,0
Vicepresidencia del Consejo de Administración de la Entidad Pública de Saneamiento de Aguas Residuales de la Comunidad Valenciana,Other,55,0
Aena. Dirección del Aeropuerto de Girona-Costa Brava,Other,54,0
Alcaldía del Ayuntamiento de Piélagos,Other,54,0
Junta de Gobierno Local del Ayuntamiento de Tres Cantos,Other,54,0
Alcaldía del Ayuntamiento de Cangas del Narcea,Other,53,0
Alcaldía del Ayuntamiento de Langreo,Other,53,0
Alcaldía del Ayuntamiento de Mairena del Aljarafe,Other,53,0
Dirección Económico-Financiera de ENAIRE,Software & Development,53,57
Presidencia de la Diputación Provincial de Málaga,Other,53,0
"Presidencia de la Sociedad de Infraestructuras y Equipamientos Penitenciarios y de la Seguridad del Estado, S.M.E., S.A",Other,53,0
Alcaldía del Ayuntamiento de Bormujos,Other,52,0
Alcaldía del Ayuntamiento de Castilleja de la Cuesta,Other,52,0
Alcaldía del Ayuntamiento de Santa Lucía de Tirajana,Other,52,0
Alcaldía del Ayuntamiento de Zamora,Other,52,0
"Comité de Dirección Corporativo de Navantia S.A., S.M.E.",Other,52,0
Gerencia de Atención Integrada de Puertollano,Other,52,0
Gerencia de Infraestructuras y Equipamientos de Cultura O.A,Other,52,0
Gerencia de la Universidad de Alcalá,Other,52,0
Junta de Gobierno del Ayuntamiento de La Rinconada,Other,52,0
Presidencia de la Diputación Provincial de Valladolid,Other,52,0
Rectorado de la Universidad de Cádiz,Other,52,0
Rectorado de la Universidad de Córdoba,Other,52,0
Alcaldía del Ayuntamiento de Almassora,Other,51,0
Alcaldía del Ayuntamiento de Riba-roja de Túria,Other,51,0
Alcaldía del Ayuntamiento de Trujillo,Other,51,0
Alcaldía del Ayuntamiento de Valdepeñas,Other,51,0
"Comisión de Contratación de la Sociedad Estatal Loterías y Apuestas del Estado, S.M.E., S.A.",Other,51,0
Dirección General de la Fundación del Teatro Real,Other,51,0
Distrito de Carabanchel,Other,51,0
Gerencia Sector Sanitario de Teruel,Other,51,0
Jefatura de la Sección Económico Administrativa 14 - Cuartel General del Mando Aéreo de Canarias,Other,51,0
Presidencia de Fiestas de Santa Cruz de Tenerife Entidad Pública Empresarial Local y Medio Propio del Excmo. Ayuntamiento de Santa Cruz de Tenerife,Other,51,0
Presidencia de Limpieza de Málaga Sociedad Anónima Municipal,Other,51,0
Presidencia de la Confederación Hidrográfica del Guadalquivir,Other,51,0
Presidencia de la Diputación Provincial de Sevilla,Cloud,51,58
Rector de la Universidad Carlos III de Madrid,Other,51,0
Servicio Extremeño de Promoción de la Autonomía y Atención a la Dependencia (SEPAD).Gerencia Territorial de Cáceres,Other,51,0
Alcaldia del Ayuntamiento de Castrillón,Other,50,0
Alcaldia del Ayuntamiento de San Javier,Other,50,0
Alcaldía del Ayuntamiento de Gijón,Other,50,0
Alcaldía del Ayuntamiento de Pájara,Other,50,0
Alcaldía del Ayuntamiento de Siero,Other,50,0
"Consejería Delegada de Agua y Residuos del Campo de Gibraltar, S.A. (ARCGISA)",Other,50,0
"Consejo de Administración de Promociones e Iniciativas Municipales de Elche, S.A. (PIMESA)",Other,50,0
Dirección General Económico-Financiera de la Entidad Pública Empresarial RENFE-Operadora,Software & Development,50,18
Instituto Balear de Infraestructuras y Servicios Educativos (IBISEC),Other,50,0
Jefatura de la Sección Económico Administrativa 23 de la Base Aérea de Albacete,Other,50,0
Junta de Gobierno Local del Ayuntamiento de Pontevedra,Other,50,0
Junta de Gobierno del Ayuntamiento de Torrent,Other,50,0
"Vicepresidencia del Consejo de Administración de Fires, Congressos i Esdeveniments D'Eivissa, S.A.U.",Other,50,0
Agencia para la Modernización Tecnológica de Galicia,Software & Development,49,100
Alcaldía del Ayuntamiento de Mislata,Other,49,0
Alcaldía del Ayuntamiento de Montilla,Other,49,0
Alcaldía del Ayuntamiento de Xirivella,Other,49,0
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,Software & Development,49,68
"Consejería Delegada del Consejo de Administración de Limpieza y Medio Ambiente de Getafe, Sociedad Anónima Municipal",Other,49,0
Consejería Delegada del Consorcio de Abastecimiento de Aguas a Fuerteventura,Other,49,0
Delegación Municipal de Hacienda,Other,49,0
"Dirección General de IBERMUTUA, Mutua Colaboradora con la Seguridad Social nº 274",Software & Development,49,25
Distrito de Villaverde,Other,49,0
Gerencia del Consorcio de Museos de la Comunitat Valenciana,Other,49,0
Junta de Gobierno del Ayuntamiento de Cieza (Murcia),Other,49,0
Junta de Gobierno del Ayuntamiento de Gijón,Other,49,0
OSAKIDETZA - Servicio Vasco de Salud - Organización Central,Other,49,0
Administrador de Infraestructuras Ferroviarias,Infrastructure & Hardware,48,44
Aena. Dirección del Aeropuerto de San Sebastián,Other,48,0
"Concejal Responsable del Área de Régimen Interior, Recursos Humanos y Modernización Digital del Ayuntamiento de Huelva",Other,48,0
Concejalía Delegada de Contratación del Ajuntament de València,Software & Development,48,46
Concejalía Delegada del Ayuntamiento de Eivissa,Other,48,0
Dirección General Societat Anonima de Gestió Sagunt Mitja Propi Municipal S.A.,Other,48,0
Dirección Provincial de Educación en Ávila,Other,48,0
Gerencia del Área de Salud de Plasencia,Other,48,0
Junta de Gobierno del Ayuntamiento de Corvera de Asturias,Other,48,0
Presidencia de la Entidad Valenciana de Vivienda y Suelo,Other,48,0
Rectorado de la Universidad de Málaga,Other,48,0
Aena. Dirección del Aeropuerto de A Coruña,Other,47,0
Aena. Dirección del Aeropuerto de Seve Ballesteros-Santander,Other,47,0
Alcaldía del Ayuntamiento de Andújar,Other,47,0
Alcaldía del Ayuntamiento de Puertollano,Other,47,0
Alcaldía del Ayuntamiento de San Roque,Other,47,0
Dirección del Museo Nacional Centro de Arte Reina Sofía,Other,47,0
ENAIRE. Dirección Regional Navegación Aérea. Región Este,Other,47,0
Ferrocarrils de la Generalitat de Catalunya,Other,47,0
"Fundación Estatal para la Formación en el Empleo, F.S.P.",Other,47,0
Gerencia de Asistencia Sanitaria de Zamora,Other,47,0
Gerencia de Atención Primaria del Area de Salud de Tenerife,Other,47,0
Gerencia de Transportes Interurbanos de Tenerife S.A.U.,Other,47,0
Junta de Contratación del Ministerio de Transportes y Movilidad Sostenible,Other,47,0
Junta de Gobierno del Ayuntamiento de Navalcarnero,Other,47,0
"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº 10",Software & Development,47,12
Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia,Other,47,0
Aena. Dirección del Aeropuerto de La Palma,Other,46,0
Alcaldia del Ayuntamiento de Ontinyent,Other,46,0
Alcaldia del Ayuntamiento de Ponferrada,Other,46,0
Alcaldía del Ayuntamiento de Gáldar,Other,46,0
Alcaldía del Ayuntamiento de Navalmoral de la Mata,Other,46,0
"Consejería de Cultura, Turismo, Jóvenes y Deportes",Other,46,0
Consejo Ejecutivo del Consell Insular de Menorca (CIM),Other,46,0
Departamento de Salud de la Marina Baixa. Dirección Económica-Gerencia,Other,46,0
Fundación del Sector Público Estatal Centro Nacional de Investigaciones Oncológicas Carlos III,Other,46,0
"Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes",Other,46,0
Organismo Autónomo Madrid Salud,Other,46,0
Presidencia de la Autoridad Portuaria de Gijón,Other,46,0
Alcaldia del Ayuntamiento de Vila-real,Other,45,0
Alcaldía del Ayuntamiento de Linares,Other,45,0
Comité de Contratación del Instituto de Crédito Oficial (ICO),Other,45,0
Consejería de Economía y Hacienda de la Junta de Castilla y León,Other,45,0
Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A,Software & Development,45,39
Departamento de Salud de Elda. Dirección Económica-Gerencia,Other,45,0
"Dirección Gerente de la Empresa Municipal de Abastecimiento y Saneamiento de Granada, S.A.",Other,45,0
Fundación del Patrimonio Natural de Castilla y León,Other,45,0
Junta de Gobierno del Ayuntamiento de Parla,Other,45,0
Junta de Gobierno del Ayuntamiento de San Martín de la Vega,Other,45,0
Rectorado de la Universidad de Alicante,Other,45,0
Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Helicópteros,Other,45,0
Alcaldía del Ayuntamiento de Coria,Other,44,0
Alcaldía del Ayuntamiento de Utrera,Other,44,0
"Conselleria de Educación, Cultura, Universidades y Empleo de la Generalitat Valenciana",Other,44,0
Gerencia del Area de Atención Integrada de Guadalajara,Other,44,0
Jefatura de Asuntos Económicos del CG de la Comandancia Gral. de Melilla,Other,44,0
Junta de Gobierno Local del Ayuntamiento de Teruel,Other,44,0
Rectorado de la Universidad Internacional de Andalucía,Other,44,0
Rectorado de la Universidad de Jaén,Other,44,0
Rectorado de la Universidad de Salamanca,Other,44,0
Sociedad Pública de Gestión y Promoción Turística y Cultural del Principado de Asturias S.A.U.,Other,44,0
"Tecnologías y Servicios Agrarios S.A.,S.M.E., M.P., (TRAGSATEC)",Software & Development,44,54
"Vicepresidencia Primera y Conselleria de Servicios Sociales, Igualdad y Vivienda de la Generalitat Valenciana",Other,44,0
Aena. Dirección de Contratación,Software & Development,43,20
Aena. Dirección del Aeropuerto de Tenerife Norte,Other,43,0
Alcaldia del Ayuntamiento de Fuente Obejuna,Other,43,0
Alcaldía del Ayuntamiento de Aranda de Duero,Other,43,0
Alcaldía del Ayuntamiento de Cáceres,Other,43,0
Alcaldía del Ayuntamiento de Punta umbría,Other,43,0
Autoridad Portuaria de Sevilla,Other,43,0
"Consejo de Administración de la Sociedad de Infraestructuras y Equipamientos Penitenciarios y de la Seguridad del Estado, S.M.E., S.A",Other,43,0
"Conselleria de Economía, Hacienda y Administración Pública",Other,43,0
Diputación Provincial de Zamora,Other,43,0
Dirección Ejecutiva de la Agencia Española de Seguridad Alimentaria y Nutrición,Other,43,0
"Dirección General del Instituto Nacional de Ciberseguridad de España, S.A. (INCIBE)",Cybersecurity,43,49
Dirección Gerencia de la Fundación Jóvenes y Deporte,Other,43,0
Dirección de Compras de la Corporación de Radio y Televisión Española S.A.,Software & Development,43,42
Distrito de Usera,Other,43,0
"EJIE, S.A. - Sociedad Informática del Gobierno Vasco - EJIE-Sociedad Informática del Gobierno Vasco",Software & Development,43,56
ENAIRE - Dirección Regional DRNA Región Canaria,Other,43,0
Gerencia de Atención Integrada de Cuenca,Other,43,0
Presidencia de la Autoridad Portuaria de Huelva,Other,43,0
Presidencia de la Autoridad Portuaria de Tarragona,Other,43,0
Rectorado de la Universidad de Valladolid,Other,43,0
Agencia Balear del Agua y de la Calidad Ambiental,Other,42,0
Alcaldia del Ayuntamiento de Alcalá la Real,Other,42,0
Alcaldía del Ayuntamiento de Carballo,Other,42,0
Concejalía Delegada de Contratación del Ajuntament de Tavernes de la Valldigna,Other,42,0
"Consejería Insular de Presidencia, Administración y Servicio Público, Planificación Territorial y Patrimonio Histórico del Cabildo Insular de Tenerife",Other,42,0
Consejería de Educación de la Junta de Castilla y León,Other,42,0
Consejo de Administración de Rivas-Vaciamadrid Empresa Municipal de Servicios S.A. (Rivamadrid),Other,42,0
"Consejo de Administración de la Empresa de Servicios Municipales de Alcorcón, S.A.U.",Other,42,0
Dirección General del Agua,Other,42,0
Gerencia de Atención Sanitaria de Melilla - Instituto Nacional de Gestión Sanitaria,Other,42,0
Gerencia de MAZ Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 11,Software & Development,42,34
Instituto Social de las Fuerzas Armadas (ISFAS),Other,42,0
Junta de Gobierno Local del Ayuntamiento de Paracuellos de Jarama,Other,42,0
Junta de Gobierno del Ayuntamiento de Alfaro,Other,42,0
Junta de Gobierno del Ayuntamiento de Mula,Other,42,0
Junta de Gobierno del Ayuntamiento de Mutxamel,Other,42,0
Junta de Gobierno del Ayuntamiento de Sant Llorenç des Cardassar,Other,42,0
Presidencia de la Confederación Hidrográfica del Guadiana,Other,42,0
Secretaría General del Instituto de Salud Carlos III,Other,42,0
Servicio de Salud de las Illes Balears,Software & Development,42,37
Alcaldía del Ayuntamiento de Cabra,Other,41,0
Alcaldía del Ayuntamiento de Manacor,Other,41,0
Alcaldía del Ayuntamiento de Tomares,Other,41,0
"Conselleria de Educación, Cultura y Universidades",Other,41,0
DIPUTACIÓN DE BARCELONA,Software & Development,41,53
Dirección General de Mutua Montañesa,Other,41,0
Dirección General de la Fundación Ciudad de la Energía,Other,41,0
Empresa Estatal Mercados Centrales de Abastecimiento SA (MERCASA),Other,41,0
"Gerencia de la Empresa Mancomunada del Aljarafe, S.A. (ALJARAFESA)",Other,41,0
Jefatura de Asuntos Económicos del Mando de Canarias,Other,41,0
"Junta de Compras de Informa DB, S.A.",Other,41,0
Junta de Gobierno del Ayuntamiento San Juan de Aznalfarache,Other,41,0
Presidencia del Cabildo Insular de La Gomera,Other,41,0
Presidencia del Consejo de Administración de la Empresa Provincial de Aguas de Córdoba S.A.,Other,41,0
Alcaldía del Ayuntamiento de Chipiona,Other,40,0
Alcaldía del Ayuntamiento de El Sauzal,Other,40,0
Alcaldía del Ayuntamiento de Estepona,Other,40,0
"Comisión de Gobierno del Consorcio para el Servicio de Extinción de Incendios, de Salvamento y Protección Civil de la Provincia de Castellón",Other,40,0
Consejería de Educación,Other,40,0
Consejería de Gestión Forestal y Mundo Rural,Other,40,0
Consejo de Administración de Servicios y Estudios para la Navegación Aérea y la Seguridad Aeronáutica S.M.E. M.P. S.A.,Other,40,0
"Consejo de Administración de la Sociedad de Promoción y Desarrollo Económico de la Isla de La Palma, S.A.U. SODEPAL",Software & Development,40,41
